	FIPS_CTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
48	355	18	194	392	1567	2723	11976	491	41
48	357	0	0	0	32	35	110	12	4
48	359	0	0	0	2	4	22	0	0
48	361	1	16	47	231	675	1401	184	5
48	363	2	4	10	51	219	751	41	4
48	365	0	7	8	58	208	437	44	4
48	367	3	12	15	109	621	1612	98	6
48	369	0	2	1	8	29	49	5	0
48	371	1	4	2	41	74	255	2	1
48	373	0	24	12	58	357	703	69	9
48	375	5	60	154	502	1218	3529	363	30
48	377	0	0	0	1	5	16	2	0
48	379	0	7	0	14	53	122	10	0
48	381	6	56	126	449	1094	3091	313	29
48	383	0	0	0	1	9	9	1	0
48	385	2	0	0	1	3	12	2	0
48	387	0	1	3	13	105	101	11	0
48	389	2	0	3	14	44	249	13	3
48	391	0	1	2	11	22	75	3	1
48	393	0	1	0	4	1	13	3	0
48	395	0	3	5	51	126	194	11	6
48	397	1	10	6	69	261	1049	72	2
48	399	0	5	0	17	45	84	5	0
48	401	0	16	24	187	381	1040	72	7
48	403	0	2	5	8	40	81	3	2
48	405	0	1	3	24	36	79	13	1
48	407	0	1	8	57	274	355	89	3
48	409	4	35	16	172	517	1354	65	9
48	411	1	0	0	12	9	41	3	1
48	413	0	0	0	1	9	6	0	0
48	415	1	9	4	49	108	260	20	1
48	417	1	0	0	0	8	19	4	1
48	419	5	10	18	50	169	373	34	3
48	421	0	0	0	0	4	7	1	0
48	423	6	91	115	635	1890	4673	320	20
48	425	0	0	0	5	48	58	2	1
48	427	2	9	10	141	349	592	72	5
48	429	0	4	0	9	41	69	4	1
48	431	0	0	0	1	1	0	1	0
48	433	0	0	0	6	2	2	1	0
48	435	0	0	1	2	4	21	4	0
48	437	0	1	2	24	54	66	3	0
48	439	73	687	2167	5028	16077	46906	4559	228
48	441	3	42	126	322	1083	3256	178	19
48	443	0	0	0	2	3	0	0	0
48	445	0	3	7	27	80	138	7	2
48	447	0	0	0	1	1	4	0	0
48	449	0	0	4	62	272	587	43	6
48	451	5	57	36	217	852	2841	146	11
48	453	32	236	997	2607	8244	36913	2419	152
48	455	1	1	1	16	71	112	10	1
48	457	1	9	1	54	130	134	19	3
48	459	1	11	11	92	345	616	56	3
48	461	0	0	0	1	6	10	1	0
48	463	3	7	3	93	181	595	22	4
48	465	1	0	10	56	207	624	18	8
48	467	4	1	8	86	334	598	96	1
48	469	6	48	50	385	761	2218	130	19
48	471	1	45	15	209	434	937	56	4
48	473	5	13	19	65	286	499	48	6
48	475	2	5	2	49	70	226	7	0
48	477	1	5	9	56	175	505	31	1
48	479	8	86	187	846	1825	8845	410	87
48	481	1	8	24	132	296	796	40	9
48	483	0	1	0	9	14	55	1	2
48	485	6	46	154	362	1439	3973	264	11
48	487	1	14	1	41	89	258	16	6
48	489	0	14	4	113	226	463	16	7
48	491	3	98	126	447	1402	6826	277	33
48	493	3	6	3	34	143	437	39	0
48	495	0	0	1	31	17	41	6	0
48	497	1	8	7	73	235	582	55	1
48	499	1	4	3	44	268	495	37	7
48	501	1	5	4	0	55	93	8	0
48	503	0	8	1	18	130	315	14	5
48	505	0	1	1	28	73	80	14	1
48	507	1	0	2	47	58	93	9	0
48	777	0	0	1	76	8	42	3	0
49	1	0	0	0	11	12	22	3	0
49	3	0	17	7	70	188	939	37	9
49	5	0	19	4	38	374	1497	68	7
49	7	9	11	1	42	211	619	35	4
49	9	0	0	0	0	11	15	0	0
49	11	2	105	21	164	987	5288	284	18
49	13	0	6	0	28	96	432	28	4
49	15	0	2	0	6	53	125	11	2
49	17	0	0	0	0	0	0	0	0
49	19	0	5	0	21	52	228	22	1
49	21	1	23	5	113	218	832	53	4
49	23	0	2	0	4	31	141	10	0
49	25	0	6	0	11	26	76	6	1
49	27	0	4	0	18	52	198	9	0
49	29	0	1	0	1	7	36	2	1
49	31	0	0	0	0	4	18	4	0
49	33	0	0	0	5	8	26	1	0
49	35	27	487	773	2188	6584	35187	4226	128
49	37	0	2	1	16	41	108	4	0
49	39	0	10	5	8	56	296	18	0
49	41	0	9	1	28	81	450	34	3
49	43	0	8	8	45	89	828	34	1
49	45	0	24	21	100	323	1233	123	24
49	47	0	18	4	67	123	506	37	6
49	49	6	85	67	237	1304	8450	364	20
49	51	0	1	0	10	36	176	7	0
49	53	3	44	30	172	516	2162	134	9
49	55	0	0	0	1	3	12	0	1
49	57	3	72	121	295	1307	5593	342	27
49	777	0	0	0	5	8	0	5	1
50	1	0	4	2	16	183	356	17	3
50	3	0	5	4	48	277	651	35	3
50	5	1	4	6	34	256	396	22	3
50	7	1	36	32	165	1013	3732	59	15
50	9	0	0	0	0	19	28	0	0
50	11	0	8	17	67	320	755	75	1
50	13	0	0	0	3	32	41	3	0
50	15	0	2	0	18	51	312	39	1
50	17	1	7	1	8	192	238	18	10
50	19	0	13	0	25	174	273	25	3
50	21	2	9	18	78	582	1573	52	14
50	23	1	21	9	46	358	1207	26	7
50	25	0	8	18	76	306	701	38	1
50	27	2	11	5	45	383	672	49	12
50	999	0	0	0	0	0	0	0	0
51	1	2	9	15	37	179	423	21	41
51	3	4	26	18	59	294	1429	61	14
51	5	1	2	1	13	67	179	4	4
51	7	0	1	0	25	35	104	12	2
51	9	0	7	1	7	131	391	18	2
51	11	0	0	1	4	34	94	5	0
51	13	5	31	118	151	288	3804	257	4
51	15	2	7	2	76	132	688	38	3
51	17	1	0	1	0	7	19	0	1
51	19	1	8	2	28	231	515	41	2
51	21	0	0	1	0	17	52	0	0
51	23	0	3	1	25	75	203	9	2
51	25	0	1	2	7	56	79	13	1
51	27	1	2	4	31	117	327	26	6
51	29	0	4	4	19	210	167	24	1
51	31	2	14	8	41	176	651	39	2
51	33	1	9	7	19	90	298	19	10
51	35	0	5	3	18	90	362	24	3
51	36	0	1	1	4	2	10	0	0
51	37	1	4	3	13	48	85	1	2
51	41	10	57	149	197	1679	4958	291	75
51	43	0	1	0	16	42	132	7	4
51	45	0	0	0	6	2	9	0	0
51	47	1	12	14	45	103	741	49	1
51	49	0	0	0	19	22	61	14	1
51	51	1	1	0	11	23	165	15	6
51	53	2	9	6	41	111	282	32	3
51	57	0	4	2	24	63	168	7	0
51	59	16	124	353	409	1155	13627	830	72
51	61	2	11	8	34	117	596	39	10
51	63	0	2	0	7	29	107	7	2
51	65	0	3	0	14	57	145	7	4
51	67	0	12	5	44	169	649	45	1
51	69	2	31	11	45	301	1258	93	2
51	71	0	6	0	9	45	239	7	1
51	73	2	9	6	18	103	572	13	3
51	75	2	0	0	14	50	155	7	0
51	77	1	2	1	12	35	129	17	6
51	79	0	8	0	11	31	213	9	2
51	81	0	1	0	16	35	78	6	1
51	83	0	4	11	45	242	656	38	4
51	85	5	10	21	77	111	1047	58	4
51	87	14	21	226	303	1176	6322	384	57
51	89	5	10	28	145	380	823	75	6
51	91	0	0	0	1	3	2	0	0
51	93	4	3	11	31	106	468	23	6
51	95	1	12	14	43	152	791	14	10
51	97	0	1	0	6	13	9	6	2
51	99	0	5	3	15	58	279	15	2
51	101	0	1	0	13	39	99	12	0
51	103	1	4	0	3	23	102	4	2
51	105	1	1	11	22	115	311	2	6
51	107	3	59	52	181	350	3468	150	38
51	109	1	7	2	31	83	375	28	6
51	111	0	1	1	23	44	57	11	3
51	113	1	4	1	5	17	132	4	5
51	115	0	3	0	5	19	99	5	1
51	117	0	10	12	36	226	462	39	14
51	119	0	4	0	3	19	35	1	0
51	121	0	29	16	72	341	1440	54	21
51	125	0	1	1	13	75	165	12	1
51	127	0	3	1	18	107	221	9	1
51	131	0	4	7	9	76	158	18	0
51	133	1	2	0	8	9	50	2	1
51	135	2	4	5	15	54	228	15	2
51	137	1	7	4	19	56	310	11	0
51	139	2	6	7	15	112	329	11	11
51	141	0	2	5	15	66	220	27	2
51	143	2	6	8	15	209	383	51	6
51	145	0	1	2	12	67	164	8	1
51	147	1	9	6	13	81	395	15	1
51	149	0	5	8	19	91	331	52	1
51	153	2	48	214	380	944	5656	377	52
51	155	1	8	11	52	218	893	40	5
51	157	0	3	0	3	2	14	0	0
51	159	0	0	0	1	9	41	15	1
51	161	2	21	14	112	317	1160	54	1
51	163	0	1	2	17	121	230	13	6
51	165	0	13	4	42	204	479	49	0
51	167	1	8	3	50	124	337	10	5
51	169	0	8	3	11	105	272	16	5
51	171	0	6	6	38	187	521	19	5
51	173	2	2	7	35	131	541	25	18
51	175	0	3	4	20	94	226	34	2
51	177	2	36	61	166	236	1937	156	11
51	179	1	23	41	130	227	1934	105	19
51	181	1	0	3	19	30	33	6	1
51	183	1	2	5	15	39	103	13	4
51	185	2	14	7	51	288	924	40	10
51	187	0	13	6	18	101	738	35	1
51	191	2	16	4	44	241	928	67	6
51	193	1	3	0	15	38	165	9	6
51	195	4	12	12	42	235	603	37	7
51	197	0	2	6	22	23	244	13	0
51	199	0	2	15	65	129	1200	26	12
51	510	0	9	139	97	284	2424	326	8
51	515	0	3	3	6	21	183	9	0
51	520	2	5	17	36	114	507	31	3
51	530	0	1	0	4	3	57	0	0
51	540	2	16	50	130	165	1250	94	9
51	550	12	36	202	592	1044	5041	293	27
51	560	0	0	0	0	0	0	0	0
51	570	0	2	9	30	57	881	41	7
51	580	1	0	1	11	26	119	3	4
51	590	3	14	54	64	424	1483	45	15
51	595	0	3	5	24	71	213	15	2
51	600	0	4	7	10	24	401	22	1
51	610	1	1	7	3	14	194	3	0
51	620	1	4	11	18	40	304	18	1
51	630	2	1	21	88	87	991	21	11
51	640	0	10	1	25	17	289	6	0
51	650	12	16	157	159	771	3754	262	28
51	660	1	17	24	70	152	891	27	6
51	670	2	3	32	55	209	617	54	5
51	678	0	0	0	1	37	53	0	0
51	680	3	36	46	184	367	1667	69	13
51	683	3	8	51	76	111	745	48	7
51	685	0	1	1	19	20	201	13	0
51	690	1	6	7	25	77	320	20	5
51	700	21	52	271	415	1038	4615	265	71
51	710	34	88	502	750	2327	8972	759	62
51	720	0	0	0	4	10	202	3	0
51	730	5	7	59	111	395	939	107	7
51	735	0	0	2	11	25	134	6	4
51	740	11	43	181	228	1220	3419	215	14
51	750	1	9	8	63	108	394	21	3
51	760	44	43	640	654	2068	6833	952	54
51	770	9	39	141	353	939	3602	248	43
51	775	0	0	5	3	75	480	27	0
51	780	0	0	0	0	0	0	0	0
51	790	0	8	11	24	61	464	9	5
51	800	2	30	52	189	357	1823	95	20
51	810	21	57	327	346	1574	9717	487	124
51	820	0	11	9	48	88	623	39	1
51	830	0	2	8	10	37	423	12	1
51	840	1	9	17	33	162	1011	29	5
53	1	0	8	8	28	184	505	59	10
53	3	0	4	6	40	100	611	33	1
53	5	1	64	58	288	890	3408	260	36
53	7	1	16	17	82	466	1473	81	3
53	9	5	35	24	133	654	1540	112	7
53	11	7	135	230	563	2421	7526	1699	93
53	13	1	2	0	4	47	116	2	0
53	15	4	79	66	162	872	2742	237	51
53	17	1	11	7	20	260	550	32	4
53	19	0	1	0	11	15	33	1	1
53	21	1	19	46	154	525	1242	195	11
53	23	0	1	0	6	16	35	2	1
53	25	5	47	48	170	907	2423	287	24
53	27	4	20	37	77	649	1479	143	10
53	29	1	24	5	82	520	924	63	9
53	31	0	15	2	46	199	481	40	12
53	33	57	574	2572	3691	17559	53262	9545	310
53	35	5	109	111	458	2073	5454	614	42
53	37	0	13	6	28	275	1027	75	12
53	39	0	4	1	19	95	209	20	0
53	41	3	23	23	106	557	1365	118	13
53	43	0	0	0	9	56	130	12	2
53	45	6	27	22	107	914	1407	256	12
53	47	0	12	9	66	276	477	64	5
53	49	0	3	1	19	332	243	14	0
53	51	3	3	1	12	162	284	34	0
53	53	38	289	910	2274	9180	20856	3967	169
53	55	0	4	0	9	73	133	11	0
53	57	2	36	46	147	1239	3406	248	27
53	59	0	6	0	7	37	71	6	0
53	61	16	159	437	886	5336	13756	2405	143
53	63	18	139	658	942	6147	19138	2910	98
53	65	0	10	1	33	316	537	66	1
53	67	10	99	89	356	2150	5056	444	27
53	69	0	0	0	3	7	11	2	0
53	71	0	19	22	98	450	1550	105	15
53	73	2	78	68	281	1221	4614	236	22
53	75	1	16	6	27	186	501	17	8
53	77	19	76	218	575	3051	5578	1684	54
53	777	6	66	42	253	888	1956	520	46
54	1	0	0	0	44	70	66	10	0
54	3	4	23	69	168	726	2082	157	16
54	5	0	2	2	50	116	265	33	3
54	7	0	2	2	24	39	109	14	1
54	9	0	3	3	19	95	204	22	2
54	11	2	31	142	147	1289	3150	203	68
54	13	1	3	1	12	14	27	2	8
54	15	1	0	1	9	23	35	10	0
54	17	0	0	0	8	12	24	1	1
54	19	5	6	26	86	352	826	58	4
54	21	0	0	0	9	8	39	3	0
54	23	0	2	0	12	26	33	5	0
54	25	4	6	0	23	95	382	28	6
54	27	0	6	2	100	97	119	15	2
54	29	0	3	3	17	59	215	18	1
54	31	0	3	0	40	32	54	9	2
54	33	1	12	14	153	296	1136	70	10
54	35	0	1	2	13	49	179	16	1
54	37	0	2	11	51	151	654	27	7
54	39	11	55	148	657	1540	4835	359	58
54	41	0	0	0	21	39	113	3	0
54	43	2	5	9	98	226	525	56	4
54	45	3	8	8	124	117	381	61	0
54	47	0	6	5	56	91	171	105	3
54	49	0	12	12	119	181	327	24	9
54	51	0	6	6	68	180	605	23	3
54	53	3	4	4	20	80	285	30	1
54	55	5	7	34	181	523	968	112	6
54	57	0	7	6	69	131	287	17	1
54	59	3	2	5	63	86	177	31	1
54	61	3	22	43	209	400	1580	74	10
54	63	0	2	3	18	39	93	8	0
54	65	0	4	1	20	96	117	23	0
54	67	1	7	2	196	86	308	19	16
54	69	0	24	46	240	322	764	56	4
54	71	0	0	0	5	36	13	3	1
54	73	0	0	0	3	386	16	1	0
54	75	0	2	1	21	26	43	2	1
54	77	1	8	4	78	97	188	28	4
54	79	1	8	9	164	157	655	31	1
54	81	9	36	99	227	1054	2126	132	14
54	83	2	14	5	107	158	508	25	7
54	85	0	3	1	12	30	65	14	2
54	87	0	4	0	26	37	148	12	2
54	89	0	1	4	16	102	171	5	0
54	91	0	0	2	7	14	28	4	0
54	93	0	1	0	8	13	29	2	0
54	95	0	1	0	18	46	91	3	3
54	97	1	0	1	6	87	297	8	0
54	99	2	10	14	84	300	629	61	10
54	101	3	0	1	25	26	29	4	0
54	103	0	0	1	18	62	91	12	2
54	105	0	1	0	31	42	57	11	2
54	107	1	28	35	216	619	1876	109	29
54	109	1	5	7	73	131	266	25	3
55	1	0	6	6	11	225	343	16	0
55	3	0	1	2	50	78	411	14	1
55	5	1	10	6	29	147	437	18	2
55	7	0	1	0	18	142	145	8	1
55	9	8	68	98	534	989	3685	158	15
55	11	0	1	0	1	11	20	2	0
55	13	0	2	2	30	137	236	38	2
55	15	0	8	7	49	102	469	18	0
55	17	0	16	7	60	242	777	33	9
55	19	0	0	1	99	80	177	18	4
55	21	0	15	3	65	224	685	27	4
55	23	0	0	0	2	19	168	5	0
55	25	9	149	291	675	2364	10343	370	57
55	27	1	12	6	49	248	1096	26	8
55	29	1	2	0	17	41	275	8	2
55	31	1	11	22	61	359	1199	92	23
55	33	0	6	1	52	126	588	32	1
55	35	4	31	18	109	445	1636	50	5
55	37	0	0	0	11	43	61	3	0
55	39	0	41	13	172	251	1480	54	6
55	41	0	3	1	3	44	156	11	0
55	43	0	11	1	63	172	798	23	3
55	45	0	3	1	23	100	540	39	3
55	47	0	3	1	7	50	270	11	2
55	49	0	8	2	31	62	184	14	1
55	51	0	0	0	26	21	59	0	0
55	53	0	6	3	13	59	301	10	0
55	55	1	13	3	86	256	1130	31	11
55	57	0	8	1	42	106	337	14	0
55	59	2	47	117	168	910	3288	148	21
55	61	1	3	0	5	30	222	9	1
55	63	4	27	43	125	650	2437	77	3
55	65	0	1	2	3	33	156	14	1
55	67	0	0	0	32	174	604	35	0
55	69	0	6	0	39	170	345	18	5
55	71	0	8	14	88	252	1258	47	4
55	73	2	28	24	111	485	1678	71	34
55	75	1	8	10	3	462	568	49	8
55	77	0	1	1	8	54	154	18	5
55	78	0	0	0	2	31	25	3	0
55	79	103	276	3426	4919	8744	29434	5223	351
55	81	0	4	3	39	175	917	31	7
55	83	0	0	3	5	249	502	34	10
55	85	0	6	0	56	148	545	19	1
55	87	1	34	31	225	419	2495	65	8
55	89	0	1	6	40	165	727	14	1
55	91	0	3	0	3	28	53	4	1
55	93	2	4	4	68	138	572	24	7
55	95	1	10	4	79	151	359	31	0
55	97	0	14	4	56	222	947	24	3
55	99	0	0	0	11	40	166	10	1
55	101	6	40	226	212	1430	3673	187	26
55	103	0	0	0	5	12	66	0	0
55	105	3	44	96	241	884	3738	149	22
55	107	0	2	1	16	40	62	8	2
55	109	1	8	3	47	175	1022	48	7
55	111	1	21	7	59	225	1646	40	7
55	113	0	4	1	26	164	236	12	1
55	115	1	10	1	25	239	577	37	1
55	117	5	25	23	142	408	1964	80	9
55	119	0	5	0	2	55	159	9	0
55	121	0	11	2	7	68	221	9	0
55	123	0	5	0	10	59	200	10	1
55	125	0	1	1	5	62	170	8	0
55	127	1	9	12	99	287	1566	61	3
55	129	0	4	0	19	63	194	10	0
55	131	2	10	21	86	309	1922	37	5
55	133	4	38	48	154	746	4143	115	2
55	135	0	9	5	43	237	868	27	3
55	137	0	8	2	17	85	340	18	4
55	139	0	28	24	269	675	2622	90	3
55	141	1	7	10	12	269	1335	44	0
55	777	0	12	3	96	187	591	56	4
56	1	1	15	2	26	118	782	29	9
56	3	0	3	1	11	16	31	0	1
56	5	0	1	4	57	202	1171	50	13
56	7	0	10	0	29	49	264	18	4
56	9	0	5	0	29	31	327	13	3
56	11	0	3	0	3	20	115	8	0
56	13	2	21	3	41	127	859	39	3
56	15	0	0	1	36	66	146	2	0
56	17	0	0	0	7	14	68	2	1
56	19	1	1	0	12	13	141	3	2
56	21	2	33	27	165	425	2147	144	16
56	23	0	0	0	11	38	89	4	1
56	25	3	7	12	130	474	1739	133	23
56	27	0	0	0	3	1	6	1	0
56	29	1	16	2	53	109	359	13	4
56	31	0	1	0	3	23	61	5	0
56	33	1	4	2	21	108	386	18	3
56	35	0	1	0	11	22	57	4	1
56	37	3	18	5	170	120	794	38	7
56	39	0	4	1	35	28	203	6	0
56	41	0	3	0	4	37	333	12	0
56	43	0	0	0	5	2	44	1	0
56	45	0	1	0	4	10	76	5	0
56	777	0	3	0	37	13	45	21	8
