	FIPS_CTY	MURDER	RAPE	ROBBERY	AGASSLT	BURGLRY	LARCENY	MVTHEFT	ARSON
17	139	0	2	0	8	32	76	2	0
17	141	1	1	1	20	106	317	6	3
17	143	14	53	347	723	1809	4545	290	61
17	145	0	5	0	32	62	119	11	3
17	147	0	8	1	17	66	79	5	3
17	149	0	3	1	0	15	44	2	0
17	151	0	0	0	0	0	0	0	0
17	153	0	3	2	15	27	37	1	0
17	155	0	2	0	0	11	45	4	1
17	157	0	4	2	27	62	184	9	1
17	159	0	10	1	24	51	238	7	7
17	161	4	42	80	426	721	3039	119	26
17	163	28	183	349	1528	2426	5150	657	70
17	165	0	3	4	78	198	270	29	3
17	167	40	160	318	1110	2104	6278	875	76
17	169	0	0	0	7	7	54	1	0
17	171	0	0	0	0	9	25	0	1
17	173	0	0	0	10	46	98	9	1
17	175	0	0	0	5	24	41	4	1
17	177	2	9	15	20	283	839	10	5
17	179	3	36	36	247	653	1860	51	22
17	181	1	0	0	31	40	192	5	0
17	183	4	63	88	299	955	1979	124	27
17	185	0	2	0	22	46	218	10	1
17	187	0	4	2	69	133	460	10	4
17	189	0	0	1	40	30	69	0	0
17	191	0	3	1	47	87	198	4	2
17	193	2	6	2	29	70	252	21	0
17	195	0	24	8	73	248	1129	41	1
17	197	21	108	249	767	2416	8545	430	140
17	199	0	14	14	208	507	429	66	6
17	201	15	196	553	1721	2939	7356	492	101
17	203	0	3	1	19	66	308	10	1
18	1	0	1	2	5	28	95	7	1
18	3	24	105	469	438	2308	8185	518	64
18	5	1	18	25	90	382	2138	234	5
18	7	0	3	0	9	16	37	0	0
18	9	0	1	3	6	66	193	7	0
18	11	0	5	5	10	131	635	5	1
18	13	1	1	0	0	38	43	5	1
18	15	0	3	1	9	95	206	27	0
18	17	0	7	5	8	224	986	56	2
18	19	3	16	73	579	954	3388	263	4
18	21	0	1	1	18	45	199	18	0
18	23	0	12	17	56	190	822	58	2
18	25	0	0	0	5	107	11	5	0
18	27	0	2	2	48	215	469	39	1
18	29	2	2	6	17	64	502	8	0
18	31	0	0	1	32	8	114	3	3
18	33	1	7	3	18	97	514	28	1
18	35	1	11	104	192	914	2631	232	41
18	37	0	2	0	24	42	210	14	0
18	39	8	61	149	596	1247	3629	334	34
18	41	0	0	0	1	1	7	0	0
18	43	4	24	39	77	504	2119	212	5
18	45	1	0	0	3	12	33	1	1
18	47	0	1	1	6	100	115	8	0
18	49	0	1	3	11	41	69	13	0
18	51	0	5	2	43	84	390	22	5
18	53	3	14	51	35	392	1336	96	10
18	55	2	5	0	10	45	334	18	0
18	57	0	13	31	56	422	2420	144	10
18	59	1	6	16	24	190	536	41	2
18	61	0	4	5	20	108	342	40	1
18	63	0	10	20	121	222	1467	77	4
18	65	2	8	7	4	469	1344	74	1
18	67	4	19	63	135	682	1574	107	1
18	69	0	15	7	25	98	483	22	16
18	71	1	9	7	88	296	1505	98	3
18	73	1	2	0	12	47	228	4	0
18	75	0	0	4	28	52	300	19	0
18	77	0	0	0	3	1	18	0	0
18	79	0	8	0	102	310	420	15	0
18	81	1	4	45	287	502	3068	98	7
18	83	0	5	7	9	217	676	62	1
18	85	2	10	6	119	179	983	50	7
18	87	1	2	6	17	78	184	15	1
18	89	62	122	685	1169	4241	12146	1911	154
18	91	3	22	72	86	827	2672	146	23
18	93	2	9	5	94	235	678	43	6
18	95	3	60	88	190	965	2842	262	41
18	97	102	453	3486	6017	15125	29122	4757	414
18	99	1	7	6	40	128	669	34	7
18	101	0	0	0	8	26	69	9	5
18	103	0	3	6	33	108	237	14	1
18	105	4	49	54	262	941	3648	251	28
18	107	1	7	6	47	275	672	43	0
18	109	1	5	4	22	175	1099	86	3
18	111	0	0	0	11	74	123	9	1
18	113	0	7	2	19	145	486	15	1
18	115	0	0	0	0	2	2	0	0
18	117	0	0	2	32	60	6	2	0
18	119	0	4	0	0	2	6	0	0
18	121	0	2	1	7	17	19	1	1
18	123	2	2	0	6	35	132	8	6
18	125	1	0	0	16	37	240	9	0
18	127	5	18	19	133	561	2380	182	13
18	129	0	1	3	6	107	299	23	2
18	131	0	1	1	26	42	123	16	4
18	133	2	5	0	10	98	111	16	0
18	135	0	0	0	6	134	320	21	2
18	137	1	4	1	18	113	308	13	1
18	139	0	5	2	7	125	355	11	0
18	141	21	91	388	410	2626	5877	525	56
18	143	2	10	8	46	274	756	25	1
18	145	0	2	2	16	138	951	53	2
18	147	5	5	0	0	2	11	0	0
18	149	0	2	0	25	34	151	10	3
18	151	2	4	6	3	174	816	21	4
18	153	3	1	0	7	64	252	17	0
18	155	0	1	0	2	2	4	0	0
18	157	1	63	87	394	1032	3725	275	16
18	159	0	1	0	15	97	173	6	0
18	161	0	0	0	0	0	1	0	0
18	163	8	56	199	298	1132	4544	422	76
18	165	0	1	1	19	53	107	7	1
18	167	6	38	90	114	1350	3560	351	54
18	169	0	3	0	1	16	129	0	0
18	171	0	0	0	4	0	1	0	0
18	173	0	12	6	144	126	771	39	7
18	175	0	0	1	29	5	47	1	0
18	177	7	51	55	88	613	1259	143	41
18	179	0	2	0	5	118	461	12	0
18	181	3	1	6	32	36	218	24	2
18	183	0	2	1	11	27	163	11	0
19	1	0	0	0	5	28	39	5	1
19	3	0	1	0	14	11	36	2	0
19	5	0	1	1	10	25	97	6	1
19	7	0	6	0	36	141	218	23	11
19	9	0	0	0	4	7	15	1	0
19	11	0	4	0	9	156	108	11	2
19	13	5	93	75	397	1061	2418	140	28
19	15	1	12	2	63	122	234	6	3
19	17	2	3	1	42	51	142	4	0
19	19	0	0	1	7	17	106	8	1
19	21	0	3	0	58	90	217	13	5
19	23	0	0	0	0	9	4	3	0
19	25	0	0	0	3	6	11	1	0
19	27	0	1	1	6	24	99	7	0
19	29	0	1	0	23	83	115	10	3
19	31	0	2	0	18	5	156	9	2
19	33	2	8	3	37	433	1200	65	6
19	35	0	2	0	20	28	74	5	1
19	37	1	1	0	6	28	45	3	0
19	39	0	1	0	9	34	105	8	1
19	41	1	1	0	4	106	156	12	0
19	43	0	1	0	13	18	37	3	2
19	45	0	17	21	185	356	1025	65	11
19	47	0	0	0	7	10	37	3	0
19	49	1	7	3	97	193	841	43	6
19	51	0	0	0	6	8	10	1	0
19	53	0	0	0	1	0	2	0	0
19	55	2	2	1	23	26	76	5	1
19	57	3	5	20	177	339	1060	62	14
19	59	0	0	0	7	29	122	3	0
19	61	2	23	23	107	748	1282	74	34
19	63	0	2	1	14	49	84	3	0
19	65	0	2	0	34	65	131	16	13
19	67	0	4	1	25	39	134	8	2
19	69	0	2	0	11	26	36	5	1
19	71	0	0	0	0	0	0	0	0
19	73	0	0	0	2	4	21	2	0
19	75	0	0	0	8	13	57	3	1
19	77	0	2	0	6	17	29	6	0
19	79	0	0	3	48	70	175	20	2
19	81	0	0	0	6	17	15	0	0
19	83	0	2	1	21	68	247	7	2
19	85	0	0	0	8	33	115	15	1
19	87	0	5	0	42	68	228	19	5
19	89	0	1	0	2	38	50	5	3
19	91	0	0	1	2	25	49	11	0
19	93	0	2	0	7	39	50	1	1
19	95	0	1	1	22	40	122	11	1
19	97	0	9	1	21	111	167	12	2
19	99	1	2	1	55	198	520	40	6
19	101	1	1	1	12	76	187	32	0
19	103	2	43	48	245	580	2232	92	12
19	105	0	0	0	7	39	85	6	0
19	107	0	0	0	5	7	7	0	2
19	109	0	1	0	12	53	57	4	0
19	111	0	9	5	166	254	678	78	15
19	113	4	63	101	258	1288	4262	305	43
19	115	0	0	0	16	35	55	3	1
19	117	0	3	1	25	59	146	25	4
19	119	0	3	0	25	22	53	11	0
19	121	0	1	0	5	45	85	5	0
19	123	0	4	1	39	121	218	11	4
19	125	0	9	0	40	73	134	10	2
19	127	1	1	6	142	319	634	45	11
19	129	0	6	5	32	143	185	38	4
19	131	0	1	0	3	27	65	2	1
19	133	0	3	2	9	24	87	8	1
19	135	0	1	0	14	33	97	5	1
19	137	0	3	0	9	57	104	6	1
19	139	0	40	7	154	259	728	41	12
19	141	0	0	0	10	55	70	6	1
19	143	0	0	0	0	3	7	2	0
19	145	0	3	2	36	99	242	21	2
19	147	0	1	0	15	53	39	7	2
19	149	2	3	0	8	52	173	13	4
19	151	0	4	0	8	23	50	1	0
19	153	8	147	280	978	3410	10775	988	79
19	155	1	79	83	647	1166	3283	567	55
19	157	0	6	2	34	74	144	18	6
19	159	0	0	0	3	3	7	0	0
19	161	0	3	2	6	25	32	9	0
19	163	4	50	156	546	1059	3489	313	21
19	165	0	0	0	1	1	1	2	0
19	167	0	3	1	31	61	103	5	1
19	169	0	46	8	78	449	1539	49	11
19	171	0	2	0	55	45	63	9	17
19	173	0	0	0	1	4	15	0	0
19	175	0	0	0	19	43	100	7	0
19	177	0	0	0	15	23	32	6	1
19	179	2	8	17	54	327	723	56	20
19	181	0	21	0	112	226	383	41	19
19	183	0	13	1	65	61	103	9	1
19	185	0	0	0	1	6	10	0	0
19	187	0	24	16	117	241	1030	71	10
19	189	0	1	1	6	13	32	1	1
19	191	0	3	0	3	9	90	1	0
19	193	3	36	46	227	709	2830	222	20
19	195	0	1	0	8	45	59	9	1
19	197	0	4	1	20	37	111	6	1
20	1	0	6	1	25	61	324	11	4
20	3	0	0	0	17	73	122	10	3
20	5	0	2	6	52	112	343	22	6
20	7	0	1	0	13	15	68	13	2
20	9	0	11	8	98	237	721	49	6
20	11	0	8	1	59	136	316	28	6
20	13	1	5	0	11	43	150	9	2
20	15	0	22	6	122	394	1273	98	9
20	17	0	0	0	7	40	8	1	1
20	19	0	0	0	4	19	29	2	1
20	21	2	5	2	48	242	374	37	14
20	23	0	0	0	3	4	31	1	0
20	25	0	0	0	3	13	18	1	0
20	27	0	3	0	14	46	99	8	3
20	29	0	9	0	36	88	202	10	7
20	31	0	0	0	17	20	68	4	0
20	33	0	0	0	4	2	7	0	0
20	35	0	18	4	132	259	820	63	8
20	37	1	24	10	96	371	1334	73	19
20	39	0	1	0	6	22	25	1	0
20	41	0	4	1	24	158	304	22	1
20	43	0	2	0	23	46	56	13	2
20	45	0	60	57	309	745	3625	219	39
20	47	0	0	0	1	12	19	0	0
20	49	0	0	0	0	5	25	4	1
20	51	0	7	8	104	114	638	46	5
20	53	0	4	0	9	32	64	2	0
20	55	0	20	12	123	150	832	28	15
20	57	2	24	16	91	300	864	42	9
20	59	0	14	5	52	153	388	25	10
20	61	1	12	13	160	166	510	32	7
20	63	1	0	0	2	8	11	1	0
20	65	0	3	0	3	6	23	3	0
20	67	0	0	1	22	41	63	8	2
20	69	0	1	0	5	26	24	3	0
20	71	0	1	0	0	1	3	0	0
20	73	1	1	0	8	31	41	1	0
20	75	0	4	0	1	3	16	0	0
20	77	0	1	0	9	21	86	8	2
20	79	0	17	5	114	236	658	37	3
20	81	0	0	0	10	14	39	5	0
20	83	0	1	0	1	18	6	0	0
20	85	0	1	0	19	64	156	13	1
20	87	0	3	0	40	118	302	40	4
20	89	0	0	0	0	0	0	0	0
20	91	8	130	126	582	1534	8912	964	87
20	93	0	2	0	10	17	44	2	0
20	95	0	2	1	14	45	70	7	1
20	97	0	0	0	1	15	15	4	0
20	99	0	6	5	59	178	416	28	9
20	101	1	0	0	3	3	7	4	1
20	103	0	24	34	289	464	1142	115	34
20	105	0	0	0	0	12	26	3	0
20	107	0	4	0	21	58	81	17	5
20	109	0	0	0	9	8	15	1	0
20	111	0	24	7	40	151	757	31	13
20	113	1	8	2	33	313	421	26	4
20	115	0	0	0	5	35	56	8	0
20	117	0	1	0	13	44	104	10	1
20	119	0	1	0	34	5	23	0	0
20	121	0	20	0	45	154	489	37	14
20	123	0	3	0	16	15	45	3	1
20	125	1	17	17	176	303	858	48	20
20	127	0	1	0	6	55	56	4	0
20	129	0	1	0	6	7	29	2	0
20	131	0	1	0	12	23	59	10	0
20	133	0	8	5	26	270	325	16	6
20	135	0	1	0	5	5	18	5	0
20	137	0	2	0	3	16	53	3	0
20	139	0	2	0	38	88	177	13	4
20	141	0	1	0	4	23	64	5	0
20	143	0	1	1	2	22	77	7	1
20	145	0	5	0	17	48	94	6	1
20	147	0	0	0	10	7	17	1	0
20	149	0	5	1	49	88	241	19	15
20	151	0	3	1	32	64	205	19	2
20	153	0	1	1	2	8	22	4	0
20	155	2	28	26	242	637	2141	159	41
20	157	0	0	0	5	11	36	6	0
20	159	0	1	1	9	45	55	4	3
20	161	1	28	24	128	249	1212	44	15
20	163	1	1	0	2	10	21	6	0
20	165	0	1	0	5	26	28	3	0
20	167	0	1	0	22	40	87	13	1
20	169	2	25	26	136	493	1900	119	25
20	171	0	3	0	12	16	60	5	0
20	173	24	273	513	2301	4575	17136	1967	160
20	175	0	13	7	58	163	423	21	0
20	177	19	46	244	564	1585	5706	662	68
20	179	0	4	0	1	12	14	0	0
20	181	0	1	1	12	26	83	8	4
20	183	0	0	1	0	2	4	0	0
20	185	0	1	0	7	27	37	5	1
20	187	0	0	0	1	1	1	0	0
20	189	0	0	0	2	1	11	1	0
20	191	0	8	3	49	172	453	24	3
20	193	0	6	2	10	34	128	13	0
20	195	0	2	0	1	8	27	3	1
20	197	0	1	0	9	13	34	12	9
20	199	0	2	0	0	0	2	0	0
20	201	0	1	0	1	3	5	1	0
20	203	0	0	0	5	7	23	0	0
20	205	0	2	1	15	65	159	9	2
20	207	0	1	0	7	25	39	0	1
20	209	16	90	286	554	1834	5085	1256	80
20	777	0	1	1	3	16	57	5	0
21	1	0	3	5	10	47	49	6	1
21	3	0	3	3	3	75	77	12	1
21	5	0	3	3	6	57	97	13	1
21	7	0	2	0	8	47	111	8	3
21	9	1	18	6	26	159	366	31	4
21	11	0	0	0	1	5	17	0	0
21	13	0	5	22	13	167	787	41	4
21	15	3	47	64	60	627	2453	177	17
21	17	1	5	5	12	137	280	25	3
21	19	1	10	33	37	374	1167	63	6
21	21	2	9	27	27	192	492	21	4
21	23	0	2	0	2	59	88	4	1
21	25	0	0	1	1	22	33	2	0
21	27	0	6	1	6	37	26	9	2
21	29	1	20	24	45	531	831	82	8
21	31	0	2	2	6	44	62	9	1
21	33	0	5	3	13	113	136	18	3
21	35	3	7	11	27	327	704	44	6
21	37	3	40	73	54	743	2284	143	22
21	39	0	0	0	1	20	28	2	0
21	41	1	3	0	7	56	101	12	3
21	43	0	2	3	8	78	105	13	1
21	45	0	1	3	4	56	46	4	1
21	47	6	32	67	87	670	1408	104	14
21	49	4	14	20	30	316	917	56	6
21	51	0	2	3	15	44	88	13	5
21	53	0	1	0	1	8	10	6	0
21	55	0	1	1	3	27	73	5	0
21	57	0	1	1	2	32	14	4	0
21	59	1	44	50	72	669	2369	156	19
21	61	0	2	1	7	60	28	4	0
21	63	0	1	0	2	8	6	1	0
21	65	0	1	1	1	42	47	12	0
21	67	16	131	618	377	3087	10620	972	72
21	69	0	1	0	3	31	56	7	3
21	71	1	3	4	8	61	135	16	1
21	73	3	22	68	74	469	1224	86	9
21	75	0	2	4	2	36	104	4	1
21	77	0	1	1	7	60	43	10	2
21	79	0	1	1	7	69	82	6	3
21	81	0	2	4	7	95	160	16	1
21	83	6	10	7	29	215	242	40	2
21	85	0	10	1	13	141	198	23	3
21	87	0	3	0	4	20	47	5	0
21	89	0	4	4	8	104	154	13	3
21	91	0	1	0	2	11	18	2	0
21	93	2	36	43	43	415	1579	70	18
21	95	0	5	3	15	77	152	8	2
21	97	0	4	9	13	161	401	27	2
21	99	0	2	0	6	28	28	6	1
21	101	1	23	39	33	231	771	60	3
21	103	0	1	0	2	24	47	2	0
21	105	0	0	0	2	11	17	4	0
21	107	2	22	13	29	269	642	58	6
21	109	0	1	0	1	29	28	7	0
21	111	78	266	1557	2465	8103	21941	2430	250
21	113	2	19	30	31	536	1195	49	5
21	115	2	3	4	7	77	125	15	1
21	117	3	59	153	109	1110	2879	255	29
21	119	0	1	0	1	19	32	7	0
21	121	0	5	8	11	217	160	28	4
21	123	0	1	1	4	37	29	9	0
21	125	3	9	20	21	329	579	71	2
21	127	0	1	0	6	56	70	12	1
21	129	0	2	1	2	17	37	4	0
21	131	0	1	0	1	6	6	4	0
21	133	1	3	1	4	62	60	7	1
21	135	0	2	0	3	43	36	3	1
21	137	1	2	4	5	55	101	19	1
21	139	0	4	0	4	34	54	12	1
21	141	1	7	8	22	156	283	19	7
21	143	0	1	0	2	18	67	3	0
21	145	4	34	50	43	360	1460	79	9
21	147	0	3	7	3	65	42	9	3
21	149	0	1	0	3	21	19	2	0
21	151	1	23	60	55	833	2063	114	12
21	153	1	1	0	3	20	19	3	0
21	155	0	7	1	11	99	143	19	1
21	157	0	11	5	22	180	288	33	3
21	159	0	1	2	10	40	56	20	0
21	161	0	6	5	14	139	395	16	3
21	163	0	3	4	12	111	98	16	1
21	165	0	1	0	1	11	25	5	0
21	167	0	4	7	10	118	130	24	2
21	169	0	1	0	1	32	37	7	0
21	171	0	1	0	3	8	8	1	0
21	173	0	6	19	22	363	620	45	3
21	175	0	0	0	2	8	24	4	0
21	177	0	5	1	9	53	125	22	3
21	179	1	14	13	22	249	432	46	4
21	181	0	1	1	3	24	21	6	0
21	183	3	7	1	21	132	136	26	7
21	185	1	8	6	16	235	392	26	7
21	187	0	1	0	1	57	38	4	0
21	189	0	0	0	0	8	21	2	0
21	191	0	2	3	8	81	117	12	0
21	193	0	5	8	15	92	280	11	3
21	195	2	7	5	11	101	472	19	4
21	197	0	1	1	4	85	84	8	0
21	199	3	20	21	33	500	958	53	10
21	201	0	0	0	0	0	0	0	0
21	203	0	1	2	2	93	55	7	2
21	205	0	6	4	5	66	228	10	1
21	207	0	2	3	5	49	96	12	1
21	209	1	26	33	127	352	1001	71	4
21	211	2	8	20	28	320	523	42	5
21	213	1	11	12	14	149	312	20	2
21	215	0	4	2	4	53	87	7	1
21	217	3	8	18	20	209	341	16	5
21	219	0	2	3	6	71	64	13	0
21	221	0	4	2	12	55	144	8	0
21	223	0	1	0	3	6	10	1	0
21	225	0	4	0	8	47	79	6	3
21	227	6	51	81	98	838	2824	202	11
21	229	0	1	1	3	39	21	6	1
21	231	1	2	5	7	83	131	11	1
21	233	0	1	0	3	23	25	3	0
21	235	2	7	10	23	231	303	28	7
21	237	0	1	0	1	20	19	3	0
21	239	0	12	7	16	186	524	32	6
22	1	4	4	20	74	162	401	54	0
22	3	0	1	2	21	57	223	6	0
22	5	0	23	53	1	733	2723	40	2
22	7	2	13	7	65	96	290	21	3
22	9	2	31	17	271	378	787	35	3
22	11	0	3	2	61	43	147	0	0
22	13	0	4	5	45	60	118	10	0
22	15	3	21	60	194	519	2575	78	4
22	17	17	98	436	1016	2642	7558	479	79
22	19	12	118	241	614	3762	4802	231	16
22	21	0	0	1	23	86	175	8	3
22	23	0	1	0	1	26	90	0	0
22	25	3	1	9	32	46	103	4	0
22	27	0	9	6	60	131	219	32	3
22	29	2	4	5	107	142	304	18	0
22	31	3	4	17	368	149	494	60	0
22	33	84	77	1297	1512	5806	15182	671	213
22	35	3	0	3	36	57	68	0	0
22	37	1	0	0	3	13	29	4	0
22	39	0	4	5	5	96	384	1	0
22	41	0	3	0	47	39	111	14	0
22	43	0	1	0	11	77	176	6	1
22	45	0	14	69	9	583	1257	15	1
22	47	5	9	26	285	266	928	26	0
22	49	0	0	0	0	0	0	0	0
22	51	37	85	501	1291	3124	11741	997	98
22	53	0	7	11	27	97	507	36	1
22	55	17	37	267	960	2110	6959	396	46
22	57	4	2	31	143	700	1685	77	2
22	59	0	1	0	61	24	89	11	0
22	61	3	12	29	110	378	889	23	0
22	63	1	12	60	437	938	2678	126	0
22	65	0	0	2	50	99	389	1	0
22	67	0	3	34	136	315	842	50	6
22	69	4	7	24	188	518	1223	50	4
22	71	193	137	1066	1566	3431	8258	2218	0
22	73	11	29	175	507	2149	5208	184	8
22	75	0	2	3	34	124	312	4	0
22	77	0	3	4	101	111	187	21	0
22	79	9	43	169	806	1747	4207	249	4
22	81	0	0	2	64	23	116	12	0
22	83	0	2	3	58	75	369	14	1
22	85	0	3	6	69	73	472	4	0
22	87	0	7	33	54	133	499	35	5
22	89	2	8	32	223	409	1118	78	18
22	91	0	1	2	51	87	140	20	0
22	93	1	6	9	110	128	401	16	0
22	95	8	3	26	24	423	812	73	1
22	97	7	28	69	356	823	1641	84	3
22	99	3	6	16	162	185	823	13	0
22	101	1	19	41	240	412	1329	73	3
22	103	9	36	39	364	1003	3879	227	14
22	105	11	64	185	935	2683	4262	218	1
22	107	0	0	0	2	7	16	1	0
22	109	5	26	100	300	764	3386	243	8
22	111	0	1	2	62	86	208	6	0
22	113	7	18	32	170	458	918	47	0
22	115	1	14	5	97	63	868	77	9
22	117	6	22	36	166	552	1075	76	2
22	119	1	11	13	109	153	351	32	1
22	121	4	2	7	67	72	565	34	1
22	123	0	0	0	65	49	285	10	3
22	125	0	7	2	15	38	154	0	1
22	127	1	0	8	41	102	174	17	0
22	777	0	1	1	19	11	379	4	1
23	1	0	44	63	45	767	2407	99	22
23	3	1	16	9	33	271	915	37	6
23	5	1	70	137	171	1332	5831	218	47
23	7	0	15	4	20	151	507	22	2
23	9	3	4	6	29	256	771	29	2
23	11	3	56	44	101	849	2654	106	27
23	13	1	4	6	19	136	641	35	4
23	15	1	6	4	30	180	370	11	7
23	17	0	36	7	22	435	1033	43	16
23	19	8	19	61	51	912	3573	138	20
23	21	0	2	2	32	113	187	9	2
23	23	0	6	6	8	142	613	15	5
23	25	1	26	14	24	406	1162	44	17
23	27	1	4	2	14	231	444	27	6
23	29	0	3	1	39	245	334	21	5
23	31	6	61	54	165	1025	3405	135	39
23	777	0	0	0	5	25	83	2	13
24	1	3	22	42	201	571	1907	67	13
24	3	13	100	538	1806	2588	11324	888	65
24	5	24	147	1368	2642	4083	18013	1572	257
24	9	2	8	22	83	400	1259	45	12
24	11	3	11	21	80	336	572	40	10
24	13	3	19	47	237	690	1953	84	18
24	15	2	38	119	390	870	2362	138	45
24	17	6	32	154	383	615	2549	186	30
24	19	1	15	36	114	296	784	49	11
24	21	1	50	131	438	676	3115	198	30
24	23	1	1	5	62	164	352	25	3
24	25	3	54	156	483	1020	2817	206	41
24	27	5	34	178	363	1186	4934	313	64
24	29	0	7	21	57	113	235	10	1
24	31	14	106	878	880	2690	13679	1073	239
24	33	63	173	2450	2260	6050	20025	5092	159
24	35	1	2	8	82	169	625	29	7
24	37	0	12	51	194	753	1943	87	16
24	39	3	9	9	60	147	338	9	4
24	41	0	13	18	58	243	611	18	6
24	43	3	21	104	259	810	2044	214	43
24	45	5	30	148	371	764	2494	109	33
24	47	1	16	31	138	432	1750	33	9
24	510	216	317	3638	4660	7804	18055	4009	251
25	1	1	63	79	763	2223	3459	156	36
25	3	0	67	55	311	891	1885	93	16
25	5	6	186	692	1965	3653	8599	876	105
25	7	0	0	3	30	67	326	25	2
25	9	8	146	561	2138	2930	9992	1459	36
25	11	1	19	26	180	484	734	28	7
25	13	11	151	788	1776	4570	9836	1231	115
25	15	2	71	33	281	647	2432	81	22
25	17	8	242	757	2275	5181	18865	1376	91
25	19	0	3	2	46	51	301	13	1
25	21	4	94	280	895	2155	7010	464	39
25	23	7	94	307	1424	2429	6462	408	65
25	25	60	310	2257	3653	3956	16223	1998	11
25	27	14	177	631	2665	4731	11446	877	67
25	777	0	0	0	0	1	1	1	0
26	1	0	3	0	11	73	132	2	0
26	3	1	1	1	12	32	62	4	1
26	5	1	58	9	158	501	1373	55	7
26	7	1	12	1	39	125	429	7	5
26	9	0	14	0	22	95	279	28	1
26	11	0	7	2	15	74	149	14	4
26	13	0	0	0	14	16	29	1	0
26	15	0	26	2	64	172	533	29	5
26	17	1	69	41	212	453	1573	89	15
26	19	1	0	0	12	40	129	1	1
26	21	3	97	111	460	1188	3255	186	33
26	23	1	37	2	49	194	515	15	9
26	25	11	83	112	606	1405	2782	170	41
26	27	3	23	2	43	350	539	33	7
26	29	0	25	0	13	60	314	9	2
26	31	0	15	1	12	105	382	9	1
26	33	1	17	1	91	126	462	27	5
26	35	1	25	1	39	159	340	18	3
26	37	1	18	16	64	240	598	58	13
26	39	0	11	1	28	84	136	8	2
26	41	0	23	7	67	145	900	32	3
26	43	0	8	0	2	12	51	3	1
26	45	1	44	36	109	411	1495	63	18
26	47	0	21	0	21	78	414	10	1
26	49	69	242	980	2542	6105	8311	936	313
26	51	1	17	1	38	158	246	15	5
26	53	1	4	0	12	32	239	5	4
26	55	0	64	9	84	227	859	43	5
26	57	0	25	1	33	121	489	14	5
26	59	0	18	2	68	180	471	15	6
26	61	0	11	1	12	76	403	10	2
26	63	0	15	0	25	120	378	13	1
26	65	13	162	237	958	1971	4891	428	112
26	67	1	32	2	50	235	703	47	9
26	69	0	19	3	31	202	366	14	14
26	71	0	6	0	12	65	119	22	0
26	73	2	49	3	97	309	1057	38	5
26	75	7	67	71	362	723	2280	159	44
26	77	13	149	223	580	1635	5447	320	61
26	79	0	28	1	15	161	308	17	2
26	81	22	214	639	1585	3878	10346	613	129
26	83	0	2	0	2	10	22	2	1
26	85	0	11	0	22	140	130	3	2
26	87	0	44	6	90	273	836	44	5
26	89	0	2	0	3	22	83	2	0
26	91	4	46	22	132	335	1148	68	13
26	93	1	48	14	100	428	1557	111	11
26	95	0	2	1	15	24	45	2	0
26	97	0	7	0	20	54	401	7	0
26	99	4	312	438	1731	3591	12722	1931	128
26	101	1	16	4	37	100	250	10	2
26	103	2	38	2	69	188	1173	45	6
26	105	2	33	1	43	147	744	29	7
26	107	0	20	0	226	181	691	27	4
26	109	0	14	2	27	158	379	12	1
26	111	2	47	7	46	208	722	15	6
26	113	2	5	0	10	67	190	8	1
26	115	5	67	93	234	1044	2599	231	35
26	117	1	38	7	71	339	925	40	10
26	119	0	2	0	5	36	9	0	0
26	121	4	119	192	590	1800	5164	305	61
26	123	3	46	2	68	268	684	41	6
26	125	33	241	610	1658	4787	15514	1822	175
26	127	3	16	3	18	149	361	14	1
26	129	0	15	3	35	148	273	21	6
26	131	0	4	0	6	22	38	3	1
26	133	0	9	4	43	101	297	18	3
26	135	1	1	0	12	86	143	10	0
26	137	0	20	2	25	87	334	20	2
26	139	2	160	38	268	1169	3857	104	35
26	141	0	1	0	11	48	72	3	1
26	143	0	16	2	28	130	389	16	3
26	145	29	126	242	1232	1751	2707	223	56
26	147	3	51	56	306	791	2382	137	30
26	149	0	61	7	122	256	853	52	7
26	151	1	32	3	58	178	392	23	6
26	153	0	15	1	19	71	143	4	3
26	155	2	46	11	98	297	908	35	10
26	157	0	21	2	67	227	558	33	3
26	159	0	50	13	150	418	1127	88	14
26	161	6	159	188	690	2339	5739	441	85
26	163	433	803	5879	11795	19882	34706	15251	766
26	165	0	29	7	49	139	590	12	3
26	777	3	29	2	126	150	719	44	1
27	1	0	8	2	12	181	246	29	0
27	3	1	112	88	267	1265	7687	358	34
27	5	0	8	1	18	49	232	33	0
27	7	1	30	13	66	236	1496	45	12
27	9	0	23	8	25	121	454	30	3
27	11	0	0	0	0	13	38	3	0
27	13	0	26	29	104	410	1679	73	11
27	15	0	2	0	4	68	181	4	0
27	17	1	15	3	28	132	724	29	7
27	19	1	21	7	31	162	901	25	7
27	21	3	84	1	18	216	785	58	2
27	23	1	1	0	17	12	125	2	2
27	25	1	4	3	35	91	469	46	13
27	27	0	22	5	55	191	916	38	18
27	29	0	6	1	0	43	47	7	0
27	31	0	0	0	2	17	152	4	0
27	33	0	4	0	5	45	93	5	2
27	35	1	30	4	66	313	1418	45	4
27	37	2	71	91	316	1293	7451	483	39
27	39	0	5	2	32	52	211	12	0
27	41	1	5	3	25	116	381	29	3
27	43	1	6	0	9	55	113	7	1
27	45	0	3	1	7	42	72	7	1
27	47	0	3	1	32	86	531	23	6
27	49	0	13	6	47	203	823	67	5
27	51	0	4	0	2	37	52	7	0
27	53	49	586	2083	2198	7820	29171	2592	221
